id,artist,title,medium,year
63107,"turner, joseph mallord william",the pink rigi,watercolour and graphite on paper,1844
14395,"townroe, reuben",[title not known],watercolour on paper,1858
20875,"gris, juan",pierrot with book,oil paint on canvas,1924
52842,"turner, joseph mallord william",?sunset,graphite and watercolour on paper,1820
51986,"turner, joseph mallord william",honfleur: the lieutenancy from across the vieux bassin,gouache and watercolour on paper,1832
5929,"head, tim",deep freeze,acrylic paint on canvas,1987
6196,"herring, john frederick",the hunting stud,oil paint on canvas,1845
55641,"turner, joseph mallord william",(1) tower; (2) ?ehrenbreitstein from the petersberg,graphite on paper,1839
115548,"turner, joseph mallord william",a border of classical motifs,ink on leather,1808
15682,"vacher, charles","rezzonico and the splügen range, lake como",watercolour on paper,1867
93981,"henderson, nigel",untitled (study for parallel of life and art),"photographs, black and white, on paper, pen and graphite on paper",1952
47668,"turner, joseph mallord william",carisbrooke castle,graphite on paper,1826
24726,"flaxman, john",[title not known] verso: [title not known],graphite on paper. verso: graphite on paper,
37101,"turner, joseph mallord william","ivy bridge, on the river erme at ivybridge",graphite on paper,1814
28492,"turner, joseph mallord william","goldrill bridge, patterdale, looking north to ullswater, with morning light on sheffield pike to left",graphite on paper,1797
7889,"kelly, ellsworth",broadway,oil paint on canvas,1958
54796,"turner, joseph mallord william","a bridge, with castle, etc.",graphite on paper,1832
34170,"turner, joseph mallord william",two thames barges,graphite on paper,1808
38624,"turner, joseph mallord william",bolton castle from the west,graphite on paper,1816
60784,"turner, joseph mallord william","the harbour at pallanza, with the isolino san giovanni in the distance",graphite on paper,1842
61057,"turner, joseph mallord william",buildings beside lake,chalk and graphite on paper,1830
27559,"turner, joseph mallord william",a barn and cottages,graphite on paper,1792
63102,"turner, joseph mallord william",ruins of castle on rock,graphite and watercolour on paper,1830
20580,"cox, stephen",chrysalis,porphyry,1989
17841,"hughes, arthur",the eve of st agnes,oil paint on canvas,1856
3599,"daniell, william","mount edgecumbe, from the citadel, plymouth",aquatint on paper,1814
30292,"turner, joseph mallord william","north-west view of edinburgh castle, seen from below",graphite on paper,1801
118802,"wilson, fred",seychelles,acrylic paint on canvas,2009
60272,"turner, joseph mallord william","clouds, etc.",graphite on paper,1841
23159,"lewis, george robert",dieppe,graphite on paper,
58922,"turner, joseph mallord william",mountains,graphite on paper,1833
62448,"turner, joseph mallord william",a figure; also two views,graphite on paper,1845
63538,"turner, joseph mallord william",tivoli: part of the fortifications,ink wash and watercolour on paper,1794
27517,"turner, joseph mallord william",view across the severn from blaise castle,graphite on paper,1791
40207,"turner, joseph mallord william",sketches of the rhine and the rheingau from a boat on the river,graphite on paper,1817
13481,"smirke, robert",[title not known],oil paint on wood,1818
31416,"turner, joseph mallord william",part of the torso and hips of a nude woman,ink and graphite on paper,1799
881,"belcher, george",well mixed,crayon and watercolour on paper,1909
32492,"turner, joseph mallord william",view of carlisle from the north with a bridge over the river eden in the foreground,graphite on paper,1801
86795,"jaar, alfredo",lament of the images,"2 aluminium tables, glass, perspex, neon lights and motor",2002
41518,"turner, joseph mallord william","five sketches of mountains, ?between mont cenis and susa; and a group of figures",graphite on paper,1819
44556,"turner, joseph mallord william",study for ‘hastings: deep sea fishing’,watercolour on paper,1820
18898,"trevelyan, julian",chiswick eyot,intaglio print on paper,1953
15137,"turner, joseph mallord william",hardraw fall,line engraving on paper,1818
10984,"osborn, william evelyn","royal avenue, chelsea",oil paint on canvas,1900
1893,"caldecott, randolph","good-bye, baby bunting, engraved by edmund evans",relief print on paper,
29318,"turner, joseph mallord william",part of a castle with sea and hills beyond,graphite on paper,1799
54258,"turner, joseph mallord william",dunstaffnage castle from a headland to the north-east,graphite on paper,1831
11782,"phillips, esq tom",canto xvii: [no title],screenprint on paper,1982
98820,"burden, chris",airplane factory page #4,graphite on paper,1998
30685,"turner, joseph mallord william",a cloudy sky above a mountain valley,graphite on paper,1801
64471,"turner, joseph mallord william",gibside from the river derwent,graphite on paper,1817
12351,"reinganum, victor",diagram,papers and gouache on paper on board,1939
26350,"kirkeby, per",[no title],etching on paper,1995
28269,"turner, joseph mallord william","battersea church and bridge, with chelsea beyond",graphite and watercolour on paper,1797
98464,"ruscha, edward",smells like back of old hot radio,pastel on paper,1976
114621,"renger-patzsch, albert","hamburg, port","photograph, gelatin silver print on paper",1929
7518,"jones, george",[title not known],ink and watercolour on paper,
32957,"turner, joseph mallord william",group of trees by the thames,pen and ink on paper,1805
37439,"turner, joseph mallord william","details - port admiral, the admiral [turner], etc.",graphite on paper,1814
106726,"cruzvillegas, abraham",ac: blind dates 3,acrylic paint on found posters and wood,2008
52742,"turner, joseph mallord william","bay on the coast with stormy sky, possibly ramsgate",watercolour on paper,1822
39308,"turner, joseph mallord william",ships,graphite on paper,1816
42097,"turner, joseph mallord william",two sketches of spoleto,graphite on paper,1819
40183,"turner, joseph mallord william","(1)-(4) burg sterrenberg and bornhofen; (5) burg sterrenberg and bornhofen, looking upstream from the west bank near bad salzig",graphite on paper,1817
27392,"gabie, neville",dribble and pass,screenprint on paper,1998
11441,"pasmore, victor",hear the sound of a magic tune,screenprint on paper,1974
69544,"jones, george",[title not known],"watercolour, ink and graphite on paper",
36767,"turner, joseph mallord william","the laira near plymouth, with a ?ruined building",graphite on paper,1813
11633,"phillips, esq tom",[no title],intaglio print on paper,1973
105736,"beuys, joseph",joseph beuys: multiples. galerie ilverich,print on paper,1981
32384,"turner, joseph mallord william",sailing boats and a rowing boat,chalk on paper,1799
5221,"gill, eric",jesus is condemned to death,wood engraving on paper,1917
52094,"turner, joseph mallord william",a view of metz from the north,watercolour and gouache on paper,1839
37138,"turner, joseph mallord william","three wooded valley views, perhaps between exeter and bickleigh",graphite on paper,1814
2813,"cotman, john sell","north-west view of the tower of the church of graville, near havre de grace",graphite and watercolour on paper,1818
36284,"turner, joseph mallord william",penryn from flushing,graphite on paper,1811
5377,"glendening, alfred",haymaking,watercolour on paper,1898
123580,"toren, amikam","of the times, thursday 20 july 1989",pulped newspaper on canvas and printed card on paper,1989
43216,"turner, joseph mallord william","views from the sea near the sorrentine coast, including vesuvius and a sunset over sorrento",graphite on paper,1819
112302,"creed, martin",work no. 944,"21 works on paper, ink",2008
34154,"turner, joseph mallord william","buildings, and a draft letter to the royal academy council (inscription by turner)",graphite on paper,1809
31710,"turner, joseph mallord william",commentary on correggio’s ‘st jerome’ (inscription by turner),graphite on paper,1802
9183,"maitland, paul",cheyne walk: the corner of beaufort street,oil paint on wood,
58060,"turner, joseph mallord william",prague: view from the east,graphite on paper,1835
38581,"turner, joseph mallord william",wynch bridge over the tees,graphite on paper,1816
13273,"sedgley, peter",blue and violet study,screenprint on paper,1965
45405,"turner, joseph mallord william",shipping,graphite on paper,1823
59266,"turner, joseph mallord william",bridge of sighs and prison,graphite on paper,1833
59735,"turner, joseph mallord william",clouds,graphite on paper,1835
6613,"hogarth, william",sigismunda mourning over the heart of guiscardo,oil paint on canvas,1759
29018,"turner, joseph mallord william",dunstanburgh castle on a cliff above a stormy sea,graphite on paper,1798
46672,"turner, joseph mallord william",a view,graphite on paper,1825
69772,"jones, george",[title not known],"ink, graphite and gouache on paper",
1724,"burne-jones, sir edward coley, bt",nude study of the knight for ‘the merciful knight’,graphite on paper,1863
41078,"turner, joseph mallord william",roslin castle,graphite on paper,1818
56471,"turner, joseph mallord william","boat on the river, ?stratford-upon-avon",graphite on paper,1833
7733,"jones, george",godiva preparing to ride through coventry,oil paint on mahogany,1833
64022,"turner, joseph mallord william",studies of men lifting stones; a horse; a gothic window,graphite on paper,
12699,"baumgarten, lothar",shaiprabowë,screenprint on paper,1985
40364,"turner, joseph mallord william",three sketches of shipping,graphite on paper,1817
37264,"turner, joseph mallord william",bolton abbey through trees from the south,graphite on paper,1816
42782,"turner, joseph mallord william","forum, rome, with remains of the temple of castor and pollux",graphite on paper,1819
56563,"turner, joseph mallord william","mountains, with ruins on rock, ?val d’aosta",graphite on paper,1836
54345,"turner, joseph mallord william",foyers lower fall,graphite on paper,1831
47918,"turner, joseph mallord william",view with tower in distance,graphite on paper,1827
98449,"ruscha, edward",blvd.-ave.-st.,acrylic paint on canvas,2006
21956,"baselitz, georg",[no title],drypoint on paper,1995
18854,"turner, joseph mallord william","rouen cathedral, engraved by thomas higham",line engraving on paper,1833
4716,"frost, sir terry","winter 1956, yorkshire",oil paint on board,1956
47112,"turner, joseph mallord william","(1) bernkastel and the landshut, looking upstream; (2) (3) bernkastel and the landshut, looking upstream, with st nicholas’s hospital, kues, on the right",graphite on paper,1824
102938,"abakanowicz, magdalena",abakan red,sisal and metal,1969
17343,"rego, paula",drawing for ‘the dance’,ink on paper,1988
57851,"turner, joseph mallord william",view down the main from the steinberg,graphite on paper,1840
14306,"tilson, joe",let a thousand parks bloom,screenprint on paper,1971
43946,"turner, joseph mallord william",florence from near san salvatore al monte,graphite on paper,1819
37849,"turner, joseph mallord william",dover from shakespeare cliff,graphite on paper,1816
59751,"turner, joseph mallord william",buildings,graphite on paper,1833
92370,"alÿs, francis",collectors,"36 tin dogs, magnets, metal detritus, nylon strings, map on paper mounted on wood, photographs, graphite and acrylic pai",2006
109389,"unwin, phoebe",man with heavy limbs,"acrylic paint, ink, charcoal and pastel on card and printed paper",2009
